"newLocation","Company","Skill","Url"
"Sydney","Commonwealth Bank","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Sydney","PLAYGROUND XYZ","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Commonwealth Bank","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Commonwealth Bank","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Sydney","Commonwealth Bank","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Interpro People","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Interpro People","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","Interpro People","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Sydney","VGW","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","VGW","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Sydney","APRA","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","APRA","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","Interpro People","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Interpro People","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","Interpro People","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Sydney","University of New South Wales","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","University of New South Wales","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","MALTEM Australia","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","Infosys","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","GoTech Solutions Pty Ltd","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","GoTech Solutions Pty Ltd","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","GoTech Solutions Pty Ltd","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Sydney","Hearts & Science","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Hearts & Science","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","APRA - Australian Prudential Regulation Authority","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","APRA - Australian Prudential Regulation Authority","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","APRA","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","APRA","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","PLAYGROUND XYZ","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Commonwealth Bank","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Commonwealth Bank","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Sydney","Aon","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Sydney","Lion","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","University of New South Wales","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","University of New South Wales","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","Kaplan Australia","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Kaplan Australia","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","MALTEM Australia","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","GoTech Solutions Pty Ltd","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","GoTech Solutions Pty Ltd","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","GoTech Solutions Pty Ltd","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Sydney","Logickube","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Hearts & Science","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Hearts & Science","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Accenture","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Accenture","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Sydney","PLAYGROUND XYZ","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Commonwealth Bank","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Commonwealth Bank","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Sydney","Australian Prudential Regulation Authority (APRA)","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Australian Prudential Regulation Authority (APRA)","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Brisbane","GHD","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","GHD","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Brisbane","Deloitte","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Brisbane","Super Retail Group","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Aginic","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Culture Kings","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Brisbane","Accenture","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Arrow Energy","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Emesent","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","EY","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","EY","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Brisbane","EY","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Brisbane","Profusion Group","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Deloitte","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Deloitte","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Brisbane","RedEye","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Arrow Energy","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Splunk","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Amazon Support Services PtyLtd","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Deloitte","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Deloitte","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Arrow Energy","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Arrow Energy","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Gold Coast","TJK Capital","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Entain","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Entain","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Brisbane","RedEye","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Wenco (a Hitachi Subsidiary)","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","RedEye","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Arrow Energy","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Arrow Energy","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Arrow Energy","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","RedEye","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","RedEye","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","RedEye","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","RedEye","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Arrow Energy","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","KJR","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Arrow Energy","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","Arrow Energy","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","RedEye","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","RedEye","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Brisbane","RedEye","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","DTEX Systems","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","KPMG","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","KPMG","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Adelaide","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Australian Government Department of Defence","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Capgemini","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Capgemini","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Adelaide","Capgemini","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Adelaide","Splunk","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Capgemini","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","MaxMine","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Accenture","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Adelaide","Capgemini Australia","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Amazon Support Services PtyLtd","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Sydney","Avanade","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Fleet Space Technologies","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Accenture","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Accenture","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Adelaide","University of South Australia","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Adelaide","Amazon Support Services PtyLtd","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Technicolor Creative Studios","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","EGM Partners","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","EGM Partners","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Adelaide","Canonical - Jobs","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Accenture","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Humanology","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Fivecast","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","The University of Adelaide","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Rising Sun Pictures (RSP)","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","Harrison McMillan","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Adelaide","PlayStation Global","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Talison Lithium","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Talison Lithium","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","Talison Lithium","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Perth","Accenture","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Perth","Deloitte","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Deloitte","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","VGW","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Perth","VGW","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Perth","Curtin University of Technology","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Curtin University of Technology","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Logicthinker Group","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Perth","Techtronic Industries (TTI)","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","Techtronic Industries (TTI)","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Perth","GHD","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","GHD","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","Curtin University of Technology","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Satalyst","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Satalyst","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","Deloitte","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Deloitte","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","VGW","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Perth","Deloitte","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Deloitte","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","VGW","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Perth","Deloitte","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Deloitte","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","Deloitte","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","Deloitte","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","TrafficGuard","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","TrafficGuard","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","TrafficGuard","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
"Perth","CSIRO","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","TrafficGuard","Python","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/python.png"
"Perth","TrafficGuard","R","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/R.png"
"Perth","TrafficGuard","Tableau","https://raw.githubusercontent.com/aldrichlado/FIT3179_Assignment2/main/data/Tableau.png"
